代码,名称,备注
300037,新宙邦,电解液盈利寻底，氟化工亮眼可期               
300497,富祥药业,以原料药为依托积极布局 CDMO 和新材料，开启成长新征程 
688602,康鹏科技,含氟单晶约占50%的全球市场份额；规模最大的专业LiFSI厂
301069,凯盛新材,全球最大的氯化亚砜生产企业。                
301292,海科新源,锂电池电解液溶剂产品全球市占率第一             
603026,石大胜华,溶剂龙头加码锂电材料，打造新能源产品矩阵          
301238,瑞泰新材,锂离子电解液龙头供应商                   
2812,恩捷股份,湿法隔膜龙头积极扩产 多重优势巩固行业地位         
300568,星源材质,全球隔膜龙头公司，2021 年国内、全球市占分别达 14%、
2108,沧州明珠,国内PE管道产品和BOPA薄膜产品的领军企业。       
603876,鼎胜新材,铝箔市占率A股第一，产能国内第一，行业高景气，发力电池铝箔 
2532,天山铝业,电解铝龙头，电解铝产能全国单体第二。            
300057,万顺新材,国内纸包装材料、铝箔和功能性薄膜行业的领先企业       
933,神火股份,煤铝贡献长期业绩，铝加工转型成长可期            
2379,宏创控股,大型综合性铝加工企业，在包装用铝箔和药用铝箔领域处于行业领先
603527,众源新材,聚焦铜带箔业务，“质”“量”齐升，由材料延至均热板部件领域。
807,云铝股份,实际控制人为国务院国资委，铝冶炼及铝加工为公司主业，电铝龙头
2160,常铝股份,以现有铝加工业务为基础，在新能源方向开辟三大业务领域，刀片电
600219,南山铝业,一家电力/氧化铝-电解铝-铝加工全产业链布局的龙头企业。  
301511,德福科技,锂电铜箔市占率国内前二                   
688388,嘉元科技,高性能锂电铜箔龙头，是国内少数具备4.5μm铜箔量产能力的公
600110,诺德股份,国内最早从事铜箔业务的企业之一，铜箔领域上市公司中的龙头企业
301150,中一科技,国内锂电铜箔领先企业，技术先进产能释放           
301217,铜冠铜箔,PCB 铜箔、锂电铜箔双轮驱动，积极发力高端 PCB 铜箔 
2846,英联股份,A股首家易开盖企业，公司已入选国家级专精特新“小巨人”企业。
2426,胜利精密,主营业务为消费电子产品以及汽车零部件。           
2850,科达利,锂电池精密结构件的行业龙头，受益于海外市场扩大，4680系电
300953,震裕科技,全球领先的精密模具综合解决方案供应商            
301210,金杨股份,行业内少有的可做到长期质量稳定性的电池精密结构件及材料供应商
603312,西典新能,电池连接系统及电控母排国内市占率居前            
301587,中瑞股份,圆柱型锂电池盖帽产品国内市占率居前             
688155,先惠技术,汽车业高端智能装备制造商                  
603995,甬金股份,为国内精密不锈钢冷轧板龙头和唯一上市公司          
300450,先导智能,锂电设备领域市占率第一，自主研发了全新技术GW级TOPCon
300457,赢合科技,领先的锂电池专用生产设备制造商               
300619,金银河,公司的锂电设备产品目前主要应用于锂电池生产最前端的电极（极片
688573,信宇人,国家级专精特新“小巨人”，在锂电干燥设备领域有一定市占率  
2076,*ST星光,中国重要的电光源研发生产基地之一，专业研发生产多种功能灯  
300648,星云股份,一家以锂电池检测系统为核心的智能制造解决方案供应商。    
688006,杭可科技,锂离子电池生产线后处理系统设计、研发、生产与销售高新技术企业
688638,誉辰智能,在国内锂电包膜设备领域市占率第一              
688518,联赢激光,激光焊接设备龙头，高研发巩固领先优势。           
688392,骄成超声,是专业提供超声波设备以及自动化解决方案的供应商，并提供新能源
603032,德新科技,国内领先的锂电池裁切模具供应商，产品技术指标和模具寿命领先行
603282,亚光股份,药用过滤洗涤干燥机及药用铝盖/胶塞清洗机国内排名居前    
300173,福能东方,在自动化设备领域的项目经验丰富               
688499,利元亨,从消费锂电向动力锂电市场延展，锂电设备向全链条覆盖延伸，从消
688646,ST逸飞,圆柱全极耳锂电池激光焊接设备及其全自动组装生产线国内市占率第
2594,比亚迪,比亚迪国内新能源汽车龙头地位稳固，2022年一季度市占率约2
300750,宁德时代,宁德时代连续五年占比全球动力电池装机量第一站稳行业的龙头地位
301157,华塑科技,专注于电池安全管理系统领域，国内关键后备电源领域电池安全管理
300014,亿纬锂能,平台型锂电龙头公司，多业务齐头并进             
300438,鹏辉能源,深耕电池生产二十年，切入动力电池及储能领域，前瞻布局钠离子电
688063,派能科技,全球家用储能电池系统领先供应商；产品主销欧洲；海外营收占比超
300530,领湃科技,国内领先的新型环保表面工程化学品研发和生产企业之一     
600620,天宸股份,上海市资深的出租车运营、物业租赁和物业管理企业       
2524,光正眼科,专业的眼科连锁医疗企业，主要从事眼科医院的投资、管理业务。 
790,华神科技,核心中药产品三七通舒胶囊是国家原二类中药新药        
2323,雅博股份,金属屋面围护系统首家A股上市公司              
300517,海波重科,国内较早进入桥梁钢结构工程专业领域的企业之一        
300823,建科智能,专注于中高端数控钢筋加工装备的研产销，国家火炬计划重点高新技
2593,日上集团,拥有国际一流的工厂和钢构加工设备              
300374,中铁装配,中国中铁旗下唯一的高科技创新型装配式建筑业务平台，能提供“装
2541,鸿路钢构,多重因素导致钢结构行业遭受冲击，多维度强化维持龙头地位，逆势
600496,精工钢构,钢结构工程一体化龙头企业，技术底蕴雄厚，有鸟巢、卡塔尔卢赛尔
600477,杭萧钢构,国家住宅产业化基地和首批装配式建筑产业基地         
2135,东南网架,由单一的钢结构建筑企业向装配式集成建筑服务商转型升级    
2743,富煌钢构,全国建筑钢结构制作、安装定点企业，安徽省钢结构协会会长单位 
600421,华嵘控股,从事房屋建筑PC构件所需配套设施的研产销          
600170,上海建工,具有一系列行业高等级资质的建筑业龙头企业          
600491,龙元建设,以设计、总承包、钢结构、幕墙及建筑产业化为主体的建筑龙头企业
2789,建艺集团,国内装饰综合服务商，同时开展公装和住宅精装业务。      
601789,宁波建工,从事房屋建筑工程的大型综合建设集团             
600939,重庆建工,西部唯一拥有房屋建筑、公路工程施工总承包双特级资质的集团  
600248,陕建股份,目前国内石油化工建设领域为数不多的上市公司之一       
600769,祥龙电业,国内最大的商品氯化苯生产基地                
628,高新发展,主营业务为建筑业，并兼营期货业务、厨柜制造及旅游酒店业务  
29,深深房A,深圳市房地产开发企业的先行者，荣获深圳市房地产开发企业“社会
601668,中国建筑,国内基建行业优质企业，各项经营持续稳健，订单充裕，业绩兑现能
600846,同济科技,具有同济品牌优势的工程咨询服务、环境工程服务与投资建设   
2061,浙江交科,主要承担浙江省内交通工程施工业务              
300621,维业股份,主营建筑装饰工程的设计与施工，国建筑装饰行业百强      
2551,尚荣医疗,中国医院建设及医疗专业工程行业的领先者，是国内最早将洁净技术
300384,三联虹普,国内最主要的合成纤维工程技术服务提供商之一         
603860,中公高科,公路养护科学决策成套技术与服务提供商，国内唯一可以为公路养护
301058,中粮科工,粮油+冷链领域的综合性工程服务商，专业铸造价值，粮食安全的保
603637,镇海股份,石油化工工程的建设和技术服务，多次获得国家级工程类奖项   
2683,广东宏大,中国第一家矿山民爆一体化服务上市公司。公司以民爆业务起家，现
797,中国武夷,福建省最早“走出去”的外经龙头，也是集国际工程承包、房地产开
2140,东华科技,化工工程建设领域龙头                    
2469,三维化学,服务石化、化工、油品储运和煤化工行业的国家高新技术企业   
820,神雾节能,冶金行业甲级设计资质，钢铁、有色金属、机械工程甲级咨询资质 
603979,金诚信,矿山开发服务行业的综合性龙头企业，以矿山工程建设和采矿运营管
605598,上海港湾,公司为全球客户提供集勘察、设计、施工、监测于一体的岩土工程综
2542,中化岩土,"工程服务和通用航空两个主要业务板块,积极布局文化旅游业务  "
603163,圣晖集成,洁净室行业技术领先龙头，专注IC半导体高端领域       
301043,绿岛风,较早进入通风领域行业，拥有较强的自主研发设计和生产能力   
2178,延华智能,主营智慧城市、智慧医疗，拥有智慧医院信息、智慧区域和智慧康养
603929,亚翔集成,一站式洁净室系统集成工程服务的专业提供商。专注于IC半导体、
601226,华电科工,工程整体解决方案供应商，火风光氢协同发展。         
928,中钢国际,冶金工程龙头企业。公司控股股东中钢集团整体划入中国宝武，中国
603959,ST百利,锂电业务快速发展，拥有锂电智能产线设计与产供销一体化的全流程
300712,永福股份,拥有工程设计、工程勘察专业甲级资质，是电力设计最高资质等级 
2051,中工国际,主要从事国外工程总承包（EPC）业务            
151,中成股份,中成集团旗下境内唯一上市平台，公司正向环保领域转型发展。  
3001,中岩大地,全国注册土木工程师（岩土）继续教育必修教材的主编单位    
65,北方国际,专注于国际市场的国际工程承包商               
2116,中国海诚,保利集团旗下上市公司，也是我国第一家专业工程设计服务业上市公
601618,中国中冶,全球顶级冶金工程承包商、运营商，国内基建主力军。      
600970,中材国际,全球最大的水泥技术装备工程系统集成服务商。         
32,深桑达A,中国电子旗下的重要二级企业，面向党政和关键行业客户，提供数字
601068,中铝国际,中国有色金属行业领先的技术、工程服务与设备商，能为整个有色金
600667,太极实业,主营业务包括半导体业务、工程技术服务和光伏电站投资运营   
300986,志特新材,华南区域铝模板租赁龙头企业，是建筑铝模系统综合服务商。目前市
603176,汇通集团,公司是公路工程施工总承包特级资质企业之一          
601899,紫金矿业,黄金周期有望上行，加速布局锂资源。不惧扰动全面布局，资源龙头
600547,山东黄金,老牌黄金矿企                        
600489,中金黄金,公司的标准金占全国产量的20.1%             
600988,赤峰黄金,国内矿山生产成本优势突出，国外整合快速扩张，权益资源储量再上
600490,鹏欣资源,以铜、金、钴、铝等金属为主的领先的综合资源服务商      
2237,恒邦股份,主要从事黄金矿产采选、贵金属及伴生金属冶炼         
975,山金国际,聚焦黄金，业内新贵势不可挡                 
2155,湖南黄金,占据光伏上游矿产资源，锑金属赋予增长动能          
300139,晓程科技,致力于电力线载波芯片等系列集成电路产品的设计、开发和市场应用
601069,西部黄金,西部地区现代化黄金采选冶企业，产品以黄金、铬矿石、铁精粉为主
1337,四川黄金,国内主要的金矿采选企业之一，专注于金矿资源开发及综合利用，主
506,中润资源,公司主营为矿业投资与房地产开发。旗下斐济瓦图科拉金矿是斐济当
603,盛达资源,国内白银龙头企业，坚定“原生矿产资源+城市矿山资源”的发展战
601212,白银有色,具备铜、铅、锌、金、银多品种有色金属综合发展的独特优势   
600531,豫光金铅,我国大型电解铅、阴极铜、白银生产企业            
600362,江西铜业,国内重要的铜、金、银和硫化工生产企业            
878,云南铜业,以电解铜为主导产品的大型生产企业              
2716,湖南白银,郴州市国资委下属企业，国内白银行业龙头，主营白银，黄金和铅锌
426,兴业银锡,从事铅、锌、铜、铁、铋、钨等金属的采选及冶炼        
737,北方铜业,无机盐化工行业拥有最大的供应商               
630,铜陵有色,在阴极铜、硫酸及铜箔等产品领域有显著的竞争优势       
601168,西部矿业,从事铅锌铜铝金银等矿的采选及其合金品生产的大型矿业公司   
923,河钢资源,专注打造全球化资源类上市平台，铁矿主业稳步发展，铜二期将注入
60,中金岭南,完成了以铅、锌、铜、金等金属为主的全产业链布局       
603843,*ST正平,路桥工程的施工、养护、勘测设计、试验检测          
2171,楚江新材,先进铜基材料龙头与新材料隐形冠军              
601609,金田股份,铜加工与稀土永磁双轮驱动业绩增长，产品迈向高端化      
2203,海亮股份,国内铜加工业务巨匠                     
2295,精艺股份,主营业务为铜加工设备、精密铜管和铜管深加工产品领域     
601600,中国铝业,控制铝土矿资源2.13亿吨，氧化铝产能2086万吨/年，产能
612,焦作万方,主营电解铝产品，电解槽的能耗指标处于国内同行前列      
603612,索通发展,强α品种，预焙阳极行业龙头升级循环经济领军者        
601388,怡球资源,国内铝资源再生领域的龙头企业之一              
2428,云南锗业,国内锗产业链的龙头企业                   
600497,驰宏锌锗,中铝集团旗下唯一以铅锌为主业的上市平台           
301118,恒光股份,公司氯酸钠的产量多年来一直处于国内行业领先地位       
2114,罗平锌电,公司“久隆”牌电解锌获中国驰名商标             
301092,争光股份,深耕离子交换和吸附树脂行业多年，国内领先的规模化生产企业，获
2378,章源钨业,国内钨行业产业链最完整的少数厂商之一            
601958,金钼股份,国内钼行业的龙头企业，“自产+自营+贸易”多元化经营    
960,锡业股份,全球锡龙头公司，铟有望提供新业绩增量。           
600301,华锡有色,广西壮族自治区国资委旗下上市公司，主营贸易和监理业务。计划收
600101,明星电力,拥有的遂宁市船山区、安居区供电范围内，市场占有率为100% 
601020,华钰矿业,金锑新星 兼具成长和价格弹性                
751,锌业股份,公司在国内铅锌冶炼行业具有重要地位             
688,国城矿业,以锌、铅、铜为主要品种的有色金属采选企业          
603132,金徽股份,具有优质铅锌矿资源的绿色矿山企业              
600961,株冶集团,国内锌冶炼龙头，全球第九大锌冶炼生产企业          
600331,宏达股份,公司工业级磷酸一铵产量位居国内市场前列，产品质量处于同行业前
758,中色股份,在铅锌冶炼及稀土分离等方面技术水平处于国内领先地位     
629,钒钛股份,世界主要的钒制品供应商，中国主要的钛原料供应商。钒电池有望成
709,河钢股份,国内品种规格最全的棒材、冷热轧板材的深加工企业       
898,鞍钢股份,综合研发实力位居钢铁行业领先地位              
600010,包钢股份,钢铁生产总体装备水平达到国内外一流             
1203,大中矿业,铁矿石资源优势明显，深耕球团加工，提高高炉炼铁中球团矿的占比
601121,宝地矿业,新疆国资委旗下，主营铁精粉，业务主要集中在新疆地区     
600307,酒钢宏兴,西北地区设备装备、经济效益较好的钢铁企业          
601969,海南矿业,主营铁矿石的采选和销售，拥有我国著名的富铁矿区：石碌铁矿  
655,金岭矿业,铁矿石品位与开采条件均优于国内同类地下开采的铁矿矿山    
601061,中信金属,全球最大的铌产品供应商CBMM在中国的独家分销商，在国内铌产
603588,高能环境,环境修复、危废处置、垃圾焚烧三大领域作为核心领域，拓宽危废再
600116,三峡水利,三峡库区重要的电力负荷支撑点                
300208,*ST中程,从事电网节能、环保及电能质量优化解决方案的电力装备供应商  
600051,宁波联合,电力、热力生产和供应业务（覆盖宁波经济技术开发区联合区域）、
605376,博迁新材,公司是全球领先电气电容专用高端金属粉体制造商，中国MLCC用
600459,贵研铂业,我国贵金属新材料一体化龙头企业，背靠世界三大知名贵金属研究所
301026,浩通科技,重要的贵金属回收厂商之一，构建了“回收-新材料-贸易”的完整
600206,有研新材,公司是国内集成电路用超高纯金属靶材的龙头企业。       
688269,凯立新材,国内精细化工领域具有技术优势的贵金属催化剂生产以及催化应用技
2182,宝武镁业,高成长镁合金龙头，汽车轻量化最大受益者。          
600714,金瑞矿业,主营碳酸锶系列产品是国内能应用于液晶玻璃基板的主要锶盐产品 
600158,中体产业,国内最纯正的体育公司；体育总局控股的唯一一家主板上市公司  
2229,鸿博股份,体彩即开票印刷业务领域主要参与者，商业票据印刷领域行业龙头企
2117,东港股份,区块链为帆，东港再启航                   
2697,红旗连锁,主营业务为便利超市的连锁经营                
605099,共创草坪,人造草坪行业龙头，连续九年产销规模全球第一。        
2922,伊戈尔,组串式光伏逆变器深度绑定华为、阳光电源           
2899,英派斯,国内健身器材行业的领先企业                 
301287,康力源,外销为主的健身器材生产商                  
605299,舒华体育,健身制造领域领先品牌，二十年深耕已构筑起品类齐全的“健身器材
1300,三柏硕,全国最大的蹦床生产企业，外销为主              
605080,浙江自然,户外用品国外需求旺盛，国内快速增长，四大核心优势构筑竞争壁垒
300005,探路者,国内户外用品行业中的领军企业                
603908,牧高笛,户外露营装备龙头；重心从鞋服类产品转为户外露营相关产品；内销
2780,三夫户外,专业多品牌户外连锁，运营X-BIONIC品牌，拥有赛事活动营
1368,通达创智,主营育户外、家居生活等，外销为主              
300703,创源股份,已确立在时尚文教、休闲用品出口市场的领先地位        
300651,金陵体育,"公司""金陵""品牌已具有较大的市场影响力和品牌美誉度     "
603129,春风动力,主营四轮全地形车、大排量摩托车的国家级高新技术企业     
2105,信隆健康,全球最大自行车零配件生产商，自行车车把、立管、避震前叉等产品
2870,香山股份,内饰产品升级，智能座舱+充配件比翼齐飞           
300043,星辉娱乐,综合性网络游戏运营商+持有西班牙人足球俱乐部99.59%股份
600136,ST明诚,湖北省第一家荣膺“国家体育产业示范单位”称号的上市公司   
2858,力盛体育,中国全民健身、数字体育的领跑者，领先的汽车运动运营服务商。 
300113,顺网科技,核心产品“网维大师”，能够为网吧提供全面的系统管理解决方案，
558,天府文旅,成都文旅集团旗下的上市公司，是一家具备体育空间全产业链经营能
603099,长白山,"长白山管委会唯一的国有控股上市公司，垄断兼顾""绿水青山""和"""
300492,华图山鼎,拥有较为全面的建筑设计能力及客户服务能力          
2639,雪人股份,全球少数同时拥有活塞压缩机、螺杆压缩机、离心压缩机领先技术的
603081,大丰实业,国内智能舞台龙头                      
603505,金石资源,萤石资源龙头，成长空间广阔                 
605020,永和股份,已完成氟化工全产业链覆盖，未来将聚焦于拥有更高附加值的含氟高
2628,成都路桥,30年公路工程施工经验，四川省内少数资质涵盖范围最广的承包商
603379,三美股份,深耕氟化工领域，制冷剂领军企业，同时布局氟化工新材料业务  
2915,中欣氟材,氟精细化学品研发、生产、销售，国家火炬计划重点高新技术企业 
2145,中核钛白,国内著名的钛白粉生产企业                  
600727,鲁北化工,石膏制硫酸联产水泥技术国际领先水平             
603826,坤彩科技,珠光材料龙头企业，采用全球首套萃取法钛白粉工艺向上游延伸产业
545,金浦钛业,国内大型硫酸法钛白粉生产企业和行业骨干企业         
300891,惠云钛业,从事钛白粉产品的研产销                   
2978,安宁股份,主营铁矿石的开采、洗选、销售                
600328,中盐化工,拥有世界最大的金属钠生产基地，技术领先的纯碱生产企业    
600409,三友化工,公司是国内知名的纯碱粘胶双龙头企业。            
822,山东海化,国内目前最大的海洋化工产品生产和出口创汇基地        
683,远兴能源,国内最大的以天然碱法制纯碱和小苏打的生产企业，拥有纯碱产能1
600586,金晶科技,产业链布局筑发展基础，TCO玻璃迎成长机遇         
707,双环科技,水采矿区，储量规模大，原盐品位高，为纯碱生产提供优质资源  
600929,雪天盐业,我国盐行业龙头之一，主要产品为包含食盐、工业盐及畜牧盐等的各
603299,苏盐井神,江苏省内主要食用盐生产基地                 
2539,云图控股,中国复肥行业唯一全线产品供应企业              
2092,ST中泰,拥有氯碱化工、纺织工业与供应链贸易三大业务的新疆国资控股企业
600618,氯碱化工,综合实力列全国氯碱行业之首                 
600075,新疆天业,新疆兵团首家上市公司，树脂生产技术、节水滴灌技术优势明显  
601568,北元集团,中国化工企业500强，国务院国企改革“双百企业”      
601678,滨化股份,烧碱和环氧丙烷双轮驱动，烧碱产能A股第三，环氧丙烷产能A股第
600295,鄂尔多斯,通过了欧盟环保认定的硅铁生产企业，未来将成为世界级硅合金之都
2386,天原股份,公司已成为氯碱行业产品最为齐全的企业之一          
600935,华塑股份,公司是长三角地区大型氯碱化工企业              
818,航锦科技,主营氯碱化工和军工电子两大产业               
603213,镇洋发展,聚焦氯碱协同发展，拓展下游扬帆起航。            
2748,ST世龙,国内AC发泡剂和氯化亚砜的主要生产商，在国内具有较高的市场占
635,英力特,国家能源投资集团旗下，主营电石及其系列延伸产品，包括PVC、
698,沈阳化工,实控人国务院国资委，主要从事氯碱、石油、聚醚多元醇等化工产品
600230,沧州大化,首家规模生产 TDI 的公司，TDI 产业链完整      
510,新金路,“金路”牌PVC为大商所PVC期货指定交割品牌，公司拟收购天
600309,万华化学,聚氨酯龙头再迎新一轮成长，打造新材料平台型企业。      
601216,君正集团,内蒙古地区氯碱化工行业龙头，参股余额宝发行方天弘基金    
422,湖北宜化,公司的磷酸二铵、气头尿素的市场竞争力行业领先        
600188,兖矿能源,公司兖煤澳洲业务或将受益于紧平衡格局下带来的高煤价。煤炭供需
600623,华谊集团,主要产品甲醇、醋酸、全钢载重轮胎、丙烯酸及酯等具有规模优势 
912,泸天化,中国第一个采用西方技术以天然气为原料生产合成氨、尿素的企业 
2109,兴化股份,主要产品为以煤为原料制成的合成氨，甲醇，甲胺及DMF.未来进
600740,山西焦化,中国最大的冶金焦生产和出口企业之一             
600227,赤天化,在糖尿病药物细分市场领域有较强的市场竞争优势        
600722,金牛化工,我国最大的PVC树脂生产基地之一              
600165,*ST宁科,公司钢丝绳制造技术在国内处于领先水平            
300174,元力股份,国内产能最大的木质炭龙头。                 
600746,江苏索普,冰醋酸、ADC发泡剂、漂粉精、橡胶硫化促进剂生产规模位居行业
600346,恒力石化,国内最大、综合实力最强的PTA-聚酯新材料产业链一体化企业 
600426,华鲁恒升,中报业绩继续增长，新能源新材料持续推进           
600096,云天化,磷化工龙头产业链完备，左手化肥右手锂电           
902,新洋丰,磷复肥行业龙头                       
1217,华尔泰,公司主要从事化工产品的研产销，产品广泛应用于新能源、新材料、
603688,石英股份,国内石英制品行业的龙头企业                 
300395,菲利华,国内高端石英玻璃领先企业，航空航天半导体双驱动       
1212,中旗新材,中国最具规模的人造石英石面材制造企业与出口基地之一     
600552,凯盛科技,国家技术创新示范企业，研发出了国内唯一全国产化UTG生产工艺
603281,江瀚新材,国内规模最大的硅烷偶联剂研发和生产企业。公司硅烷偶联剂在国内
605086,龙高股份,国内日用陶瓷高岭土行业中资源储量、资源品位及采选加工规模领先
605183,确成股份,国内沉淀法二氧化硅及高分散二氧化硅双龙头企业，持续加码二氧化
1207,联科科技,轮胎助剂行业的区域龙头企业                 
301300,远翔新材,国内硅橡胶用二氧化硅龙头企业                
300108,*ST吉药,在妇科类、抗病毒类及风湿骨痛类在医疗和OTC终端产品线优势明
2442,龙星化工,公司的炭黑单线生产技术处于行业领先地位           
301059,金三江,牙膏用二氧化硅产能A股第一，还有食药妆用二氧化硅产品已经在食
2068,黑猫股份,炭黑行业的龙头企业，产能规模位于全国第一。         
603260,合盛硅业,合盛硅业当前拥有79万吨工业硅产能和93万吨有机硅单体产能，
300821,东岳硅材,我国有机硅行业中生产规模最大的企业之一           
300610,晨化股份,风电需求高增长，聚醚胺或进入黄金发展期。          
603722,阿科力,国内聚醚胺领域保持领先地位                 
603181,皇马科技,国内生产规模较大、品种较全、科技含量较高的特种表面活性剂龙头
600955,维远股份,国内酚酮产业链的龙头企业之一，拥有苯酚丙酮70万吨/年、双酚
830,鲁西化工,建设了产业链条一体化的智慧化工园区管理平台         
600810,神马股份,尼龙66一体化龙头，新项目助力再次腾飞           
2648,卫星化学,轻烃龙头高成长，加速布局各类新材料             
600800,渤海化学,城市一卡通公共交通智能终端和系统集成的行业领军者      
819,岳阳兴长,公司是中南地区最大的MTBE生产企业            
600500,中化国际,聚焦精细化工主业，绿色碳三项目2022年逐步投产。     
2493,荣盛石化,从事PTA、聚酯纤维相关产品的大型生成企业         
300721,怡达股份,国内醇醚及醇醚酯类有机化学产业龙头。            
2165,红宝丽,三大主业聚醚、异丙醇胺、PO，均是通过领先技术甚至国内唯一的
59,华锦股份,兵器集团下唯一的石化上市平台，在海外石油勘探、开采等产业链中
2986,宇新股份,华南地区最大的LPG深加工企业               
300834,星辉环材,华南地区聚苯乙烯生产规模第二大的公司            
2802,洪汇新材,氯乙烯-醋酸乙烯共聚树脂系列产品的研发、制造和销售领先企业 
600352,浙江龙盛,全球最大的纺织用化学品（染料、助剂、中间体等）生产服务商  
2440,闰土股份,染料产品占有率稳居国内染料市场份额第二位          
603980,吉华集团,全球三大染料生产基地之一                  
301036,双乐股份,国内酞菁系列及铬系颜料细分领域最具竞争实力的企业。     
300758,七彩化学,中国高性能有机着色剂领先厂商                
300798,锦鸡股份,我国活性染料产品系列和品种种类较全面的专业染料生产商。主营染
603188,亚邦股份,打造了原材料-中间体-商品的纵向完整的产业链        
605566,福莱蒽特,公司生产的中高端分散染料在国内市场具备较强的技术优势    
301209,联合化学,主营偶氮类有机颜料、挤水基墨                
603172,万丰股份,分散染料行业国内前十，专注于中高端分散染料         
603790,雅运股份,尼龙用酸性染料细分市场处于技术领先水平           
2597,金禾实业,甜味剂行业景气度高，多元化布局实现原料自给，无糖理念拉动需求
300107,建新股份,二五酸和间羟基，两种产品市场占有率全球第一         
301190,善水科技,国内具有一流竞争力的精细化学品专业生产企业之一       
688199,久日新材,从事系列光引发剂的研发、生产和销售             
300429,强力新材,专业从事电子材料领域各类光刻胶专用电子化学品的研发生产   
300637,扬帆新材,全球光引发剂及巯基化合物主要生产供应商之一         
301076,新瀚新材,打造芳香族酮类产品群，有望成为全球领先的专业化学品生产商，国
300741,华宝股份,我国香精香料行业龙头企业                  
2001,新和成,"维生素VA,VE产能A股第一，全球行业格局为寡头垄断。   "
603020,爱普股份,国内最大的食品用香精生产企业，拥有自己的香料生产基地    
301220,亚香股份,中高端香料主要供应商，布局泰国工厂打造成长新动能      
300886,华业香料,目前国内较大的内酯类食用香料生产商和供应商         
603867,新化股份,深耕精细化工多年，目前产品主要包括脂肪胺、香精香料、有机溶剂
300856,科思股份,防晒品原料制造龙头，产能扩张叠加品类扩充未来可期      
2568,百润股份,预调酒行业绝对龙头。公司持续推进产品创新升级，开辟威士忌烈酒
2556,辉隆股份,农业服务方兴未艾，香料龙头腾飞在即             
2064,华峰化学,氨纶龙头，静待景气回暖，氨纶产量全球第二，国内第一     
300848,美瑞新材,国内 TPU 行业龙头，国内唯一一家以TPU为主业的创业板上
300109,新开源,在精准医疗领域具有一定的优势地位              
603065,宿迁联盛,受阻胺光稳定剂系列产品全球市占率居前            
300596,利安隆,国内抗氧化剂和光稳定剂龙头，拥有六大生产基地，外延进军润滑油
603360,百傲化学,工业杀菌剂原药龙头                     
300927,江天化学,公司拥有的多聚甲醛生产线采用先进的喷雾干燥技术，处于行业领先
301077,星华新材,反光材料龙头制造商，反光布销量A股第一。合资设立新能源子公司
2430,杭氧股份,杭氧股份系国内空分设备龙头，目前已发展成为国内最主要的工业气
688106,金宏气体,中国气体行业龙头企业，国内领先的电子特种气体及电子大宗气体供
688268,华特气体,特种气体龙头企业，是我国唯一通过 ASML 认证的气体公司。
2971,和远气体,致力于各类气体的生产、服务、回收的综合解决方案提供商    
2549,凯美特气,国内气体行业领军企业，食品级液体二氧化碳行业龙头企业。   
301286,侨源股份,西南区域最大的纯液态空分气体供应商，着力拓展高纯空分气体等特
601369,陕鼓动力,成长为分布式能源领域服务商，客户以冶金、化工行业为主，核心产
300641,正丹股份,在特种精细化学品和高端环保新材料领域拥有核心技术产权    
2455,百川股份,国内醋酸丁酯偏苯三酸酐的龙头企业              
603822,嘉澳环保,环保增塑剂行业龙头，市占率一度达20%以上，生物柴油出口欧盟
703,恒逸石化,全球领先的“PTA—涤纶”和“CPL—锦纶”产业链一体化龙头
603225,新凤鸣,我国涤纶长丝行业的领军企业之一，其当前拥有涤纶长丝产能630
600871,石化油服,中国最大的石油工程和油田技术综合服务提供商         
600370,三房巷,国内印染行业十佳企业，具备年产印染布1亿米的生产能力    
300180,华峰超纤,排名前列的超细纤维聚氨酯合成革生产企业           
300819,聚杰微纤,中国超细纤维面料精品生产基地，国家高新科技企业       
601233,桐昆股份,公司为涤纶长丝龙头企业，产销量连续19年居全国第一     
301,东方盛虹,炼化一体化巨头，高化工品比例优势显著。           
2427,尤夫股份,国内主要的涤纶工业长丝生产企业之一             
782,恒申新材,公司主要业务为锦纶6切片和纺丝的生产、销售。        
605166,聚合顺,杭州市市级企业技术中心、浙江省高新技术企业研究开发中心   
603055,台华新材,"锦纶先发优势巨大，上游技术突破带来发展机遇
        "
949,新乡化纤,国际领先的氨纶纤维、粘胶长丝和粘胶短纤维的生产企业     
2254,泰和新材,氨纶为体，芳纶添翼，高质量扩张引领业绩高增长        
677,恒天海龙,子公司博莱特是国内最早研制开发帘子布和帆布的企业，规模、品种
600889,南京化纤,公司从事粘胶纤维生产五十多年，综合实力居于同行前列     
300876,蒙泰高新,目前国内实际产量较大的丙纶长丝生产厂家           
688722,同益中,超高强PE国内领先，军品需求持续增长            
300952,恒辉安防,全球安防手套龙头，新材料蓄势待发              
300918,南山智尚,服饰构筑产品矩阵，新材料打开成长天花板，产业链协同优势叠加产
600273,嘉化能源,主营蒸汽、氯碱、邻对位、脂肪醇（酸）和硫酸五大系列产品   
600691,阳煤化工,涵盖农用化工、新型化工、化工装备制造、化工贸易四大类业务  
300243,瑞丰高材,国内PVC加工助剂和除CPE之外的抗冲改性剂综合产能最高的企
301395,仁信新材,国家级专精特新“小巨人”，行业少有的能够生产多品种、多牌号、
605008,长鸿高科,TPE 行业龙头企业，有望打造上下游产业链一体化      
300910,瑞丰新材,国内润滑油添加剂领先企业。                 
