时间	代码	名称	评级	标题
2025-05-12	000568	泸州老窖	买入	25Q1业绩环比向上，三年分红方案提振信心
2025-05-12	300014	亿纬锂能	买入	储能高增持续，消费、动力保持增长
2025-05-12	601100	恒立液压	买入	工程机械需求回暖，线性驱动器放量可期
2025-05-12	688326	经纬恒润	买入	公司信息更新报告：业绩短期承压，新客户新项目多点开花
2025-05-12	601633	长城汽车	增持	业绩短期承压，新一轮产品周期有望推动销量上行
2025-05-12	002271	东方雨虹	增持	2025年一季报点评：强化管控提升质量，转型调整持续推进
2025-05-12	688700	东威科技	增持	24年业绩承压，静候业绩拐点
2025-05-12	603859	能科科技	买入	2024年报及2025一季报点评：连续九年增长不辍，AI业务崛起催生新增长极
2025-05-12	000425	徐工机械	买入	盈利能力持续提升，高质量发展步伐坚定
2025-05-12	601222	林洋能源		业绩短期承压，积极布局海外市场
2025-05-12	688166	博瑞医药	增持	定向增发点评与公司近况更新：募资5亿，实控人全额认购，管线进展顺利，催化丰富【勘误版】
2025-05-12	301183	东田微	买入	业绩拐点已至，微棱镜+光隔离器开启增量空间
2025-05-12	000999	华润三九	增持	2025年一季报点评：一季度短期承压，并购整合蓄力高质量发展
2025-05-12	600580	卧龙电驱	买入	首次覆盖报告：卡位人形机器人“链主”，低空谋远局
2025-05-12	600612	老凤祥	买入	公司信息更新报告：金价高企下经营持续承压，关注后续产品和渠道优化
2025-05-12	688478	晶升股份	增持	产品结构变化致业绩增长承压，拓展光伏、外延设备等新应用领域
2025-05-12	600486	扬农化工	买入	农化景气触底回升，葫芦岛项目放量在即
2025-05-12	300760	迈瑞医疗	买入	迈瑞医疗点评报告：海外高速增长，看好国内全年复苏
2025-05-12	688386	泛亚微透	买入	2024&2025Q1业绩点评：国产替代、多元经营，成长曲线清晰
2025-05-12	002881	美格智能	买入	公司信息更新报告：公司业绩高速增长，高算力AI模组加速落地
2025-05-12	688302	海创药业		在研管线持续推进
2025-05-12	301328	维峰电子	买入	不利因素预期逐渐消散，2025Q1公司业绩迎来关键拐点
2025-05-12	000301	东方盛虹	增持	经营业绩短期承压，效能提升未来可期
2025-05-12	688789	宏华数科	买入	收入快速增长，费用影响短期利润增速
2025-05-12	603611	诺力股份	买入	业绩稳健增长，锂电大车、国际化战略持续推进
2025-05-12	688551	科威尔	买入	在手订单同比增长，未来增长潜力充沛
2025-05-12	000837	秦川机床	买入	24年报+25Q1点评：业绩平稳增长，内螺纹磨床丝杠加工精度达到P0
2025-05-12	605080	浙江自然	增持	业绩表现靓丽，产品矩阵持续丰富
2025-05-12	000630	铜陵有色	增持	米拉多限电及减值拖累业绩，25年自产铜指引增长
2025-05-12	688722	同益中	买入	增资赋能超美斯，盈利能力改善可期
2025-05-12	300860	锋尚文化	买入	业绩承压阶段过渡，“C端转型+AI文旅”双轮驱动新增长
2025-05-12	600458	时代新材	增持	2024年年报及2025年一季报点评：风电业务迎来高速发展，产能优化持续进行
2025-05-12	600600	青岛啤酒	买入	业绩稳健增长，成本红利加快兑现
2025-05-11	688258	卓易信息	买入	公司事件点评：发布股权激励，高考核目标彰显AI编程龙头发展信心
2025-05-11	002532	天山铝业	买入	公司事件点评报告：一体化布局控成本，完善铝产业链版图
2025-05-11	300415	伊之密	买入	2024年报及2025年一季报业绩点评：业绩高增，全球化布局加速落地
2025-05-11	002469	三维化学	买入	高弹性建筑化工小巨人，业绩增长潜力可期
2025-05-11	003000	劲仔食品	买入	公司事件点评报告：营收稳步增长，关注品类拓展
2025-05-11	603197	保隆科技	买入	空悬龙头走向全球
2025-05-11	002468	申通快递	买入	事件点评：股权激励计划彰显发展信心，25Q1市场份额同比+0.5pct
2025-05-11	605337	李子园	买入	成本红利释放，新品拓展可期
2025-05-11	001323	慕思股份	买入	行业大有可为，AI床垫驱动新成长
2025-05-11	600489	中金黄金	买入	公司事件点评报告：业绩稳健增长，期待纱岭金矿贡献增长动能
2025-05-11	300450	先导智能	买入	2024年报及2025年一季报业绩点评：需求边际改善，有望迎业绩拐点
2025-05-11	002661	克明食品	买入	公司事件点评报告：利润增长亮眼，聚焦大单品培育
2025-05-11	600305	恒顺醋业	买入	公司事件点评报告：经营持续修复，改革成效释放
2025-05-11	688114	华大智造	买入	华大智造点评报告：设备装机再创新高，国产替代有望加速
2025-05-11	600426	华鲁恒升	增持	2025年华鲁恒升一季报点评：夯实成本优势，产能扩张促增长
2025-05-11	001390	古麒绒材		新股覆盖研究
2025-05-11	601882	海天精工	买入	2024年报及2025年一季报业绩点评：业绩承压，静待需求景气修复
2025-05-11	002126	银轮股份	买入	人形机器人的热管理专家
2025-05-11	836699	海达尔	增持	北交所信息更新：公司加快服务器滑轨新产品研发，2025Q1扣非归母净利润同比+41%
2025-05-11	301332	德尔玛	增持	依靠飞利浦品牌，业务有所恢复
2025-05-11	603055	台华新材	买入	受益户外及锦纶需求景气
2025-05-11	002226	江南化工	买入	炸药产能持续扩张，继续看好公司长期成长性
2025-05-11	002375	亚厦股份	买入	盈利能力提升，行业景气度有望上修
2025-05-11	688516	奥特维	买入	受光伏周期影响业绩承压，产品及海外布局稳步推进
2025-05-11	001301	尚太科技	买入	公司事件点评报告：业绩表现强劲，竞争优势凸显
2025-05-11	300203	聚光科技	买入	业绩扭亏为盈，国产替代打开空间
2025-05-11	688786	悦安新材	买入	盈利开启修复，静待募投产量爬坡＆新工艺试验线
2025-05-11	600699	均胜电子	买入	Q1经营稳健盈利趋优，挖掘机器人业务可能性
2025-05-11	600378	昊华科技	买入	短期业绩承压，制冷剂景气度有望提升
2025-05-11	603719	良品铺子	买入	公司事件点评报告：策略调整利润承压，精益管理持续推进
2025-05-11	002053	云南能投	买入	2024年营收规模创新高，持续优化业务结构
2025-05-11	600779	水井坊	买入	24年顺利收官，25Q1稳健开局
2025-05-11	603699	纽威股份	买入	24年报+25Q1点评：24年归母净利同比+60%，外销占比持续提升
2025-05-11	600905	三峡能源	买入	两个“风光三峡”如期建成，减值拖累年度业绩
2025-05-11	688359	三孚新科	买入	公司事件点评报告：一季度扭亏为盈，加速复合集流体布局
2025-05-11	002048	宁波华翔		同智元及地方投资平台签订战略合作协议，三方分工明确或加速国产机器人产业化
2025-05-11	300820	英杰电气	买入	英杰电气24年报及25年一季报点评：光伏业务承压，半导体业务可期
2025-05-11	603882	金域医学	买入	金域医学点评报告：业绩短期承压，数智化转型加速
2025-05-11	000537	中绿电	买入	中绿电2024年年报&2025年一季报点评：25Q1业绩高增，新疆项目进入盈利释放期
2025-05-11	300454	深信服		业绩逐步恢复，AICP平台升级打开云业务增长空间
2025-05-11	301338	凯格精机	增持	2024年报及2025年一季报点评：营收稳健增长，25Q1毛利率显著提升
2025-05-11	603220	中贝通信	买入	公司事件点评报告：主业经营稳定，算力业务开始发力
2025-05-11	603697	有友食品	买入	公司事件点评报告：业绩持续兑现，会员制渠道势能释放
2025-05-11	688095	福昕软件	买入	2024年扭亏为盈，双转型战略显现成效
2025-05-11	001308	康冠科技	增持	创新显示类延续高增
2025-05-11	600866	星湖科技	增持	星湖科技2024年&2025Q1点评：扣非后净利润同比增长57.07%，在建项目进展顺利
2025-05-10	002601	龙佰集团	增持	铁精矿新能源材料低迷叠加非经常性项目拖累业绩，深化产业链布局构筑长期壁垒
2025-05-10	000596	古井贡酒	买入	公司事件点评报告：业绩稳健增长，Q1稳中向好
2025-05-10	300772	运达股份	买入	在手订单充沛，看好盈利能力修复改善
2025-05-10	832522	纳科诺尔	增持	辊压设备基石业务稳增长，期待干法电极与固态电池等后续放量
2025-05-10	600160	巨化股份	增持	制冷剂价格上行，驱动业绩显著增长
2025-05-10	002345	潮宏基		25Q1归母净利润高增，产品创新与结构优化提升盈利能力
2025-05-10	836547	无锡晶海	增持	北交所信息更新：氨基酸小巨人募投高端产能落地在即，大健康+生物制药双轮驱动
2025-05-10	603598	引力传媒	增持	营业收入创新高，AI技术夯实营销生态
2025-05-09	603059	倍加洁	增持	营收稳步增长，外延发展打开成长空间
2025-05-09	002508	老板电器	增持	2024年报&2025年一季报点评：地产压力下经营较为稳健，期待以旧换新需求进一步释放
2025-05-09	601966	玲珑轮胎	增持	成本及需求波动压制盈利，静待海外工厂释放新增量
2025-05-09	300997	欢乐家	买入	主动求变，改革提效
2025-05-09	688220	翱捷科技	增持	一季度业绩符合预期，毛利率显著改善
2025-05-09	300498	温氏股份	增持	2024年报及2025年一季报点评：生猪与黄鸡养殖成绩改善，资产负债表稳步修复
2025-05-09	603739	蔚蓝生物	增持	2024年报及2025年一季报点评：研发驱动酶制剂产品毛利持续提升，有望受益饲料原料替代需求增长
2025-05-09	688981	中芯国际	买入	2025年一季报点评：短期波动不改成长趋势，产能释放驱动营收提升
2025-05-09	000625	长安汽车	买入	公司简评报告：4月阿维塔销量再创新高，新能源新品周期强势开启
2025-05-09	603277	银都股份	买入	公司信息更新报告：业绩稳增持续分红，海外产能释放减少关税扰动
2025-05-09	000603	盛达资源	增持	25Q1归母净利润同比扭亏，鸿林矿业投产在即
2025-05-09	688029	南微医学	增持	业绩稳健，海外渠道持续扩张
2025-05-09	600905	三峡能源	增持	电价下降影响业绩表现，新能源项目建设有序推进
2025-05-09	600438	通威股份	买入	降本增效穿越周期，N型技术全面开发
2025-05-09	603601	再升科技	买入	经营势能稳健，增长动力多源
2025-05-09	600309	万华化学	买入	销售规模维持良好增长，毛利率下滑及减值影响业绩
2025-05-09	002572	索菲亚	增持	2024年报&2025年一季报点评：一季度收入降幅收窄，扣非利润表现稳健
2025-05-09	601001	晋控煤业	增持	煤价下行拖累公司业绩，期待资产注入
2025-05-09	301035	润丰股份	增持	润丰股份2024年年报及2025年一季报点评：汇兑拖累全年业绩，渠道建设持续推进
2025-05-09	600486	扬农化工	买入	一季报业绩符合预期，期待葫芦岛基地投产
2025-05-09	600760	中航沈飞	买入	Q1末合同负债较年初大增58%；积极开拓军贸市场
2025-05-09	600160	巨化股份	买入	公司简评报告：制冷剂景气上行，公司业绩大幅提升
2025-05-09	300203	聚光科技	增持	25Q1营收小幅增长，业绩减亏降费效果显现
2025-05-09	603757	大元泵业	增持	2024年报&2025年一季报点评：营收增速明显改善，液冷等新业务持续放量
2025-05-09	300693	盛弘股份		储能+充电桩业务稳健，AIDC有望带来新增量
2025-05-09	002541	鸿路钢构	增持	一季度产销回暖，期待智能化转型落地起效
2025-05-09	002851	麦格米特	买入	智能家电电控基本盘快速增长，电源产品未来可期
2025-05-09	600600	青岛啤酒	买入	2025年一季报点评：25Q1销量实现稳健增长，期待旺季表现
2025-05-09	300682	朗新集团	增持	2024年报及2025年一季报点评报告：能源平台价值凸显，电力交易空间广阔
2025-05-09	000786	北新建材	增持	2025年一季报点评：内生外延均衡发展，一体两翼持续推进
2025-05-09	002015	协鑫能科	买入	2024年年报点评：扣非净利润高增，“资产-服务”双轮驱动协同
2025-05-09	002472	双环传动	买入	公司点评报告：新能源齿轮维持高增，智能执行机构进入兑现期
2025-05-09	688112	鼎阳科技	增持	一季报点评：收入同比增长27%，产品高端化成果显著
2025-05-09	688301	奕瑞科技	增持	一季报点评：探测器业务保持领先，核心部件及解决方案快速增长
2025-05-09	688526	科前生物	买入	盈利能力持续向好，关注疫苗新品成长潜力
2025-05-09	603228	景旺电子	增持	新增产能投产影响短期盈利，汽车与数通双轮驱动长期成长
2025-05-09	000685	中山公用	增持	2024现金分红创历史新高，25Q1归母净利同比+62.2%
2025-05-09	688403	汇成股份	买入	营业收入持续成长，25Q1利润端看到修复
2025-05-09	605098	行动教育	买入	“236工程”持续发力
2025-05-09	688235	百济神州	买入	一季度提前实现GAAP OP及净盈利
2025-05-09	688210	统联精密	买入	2025年一季报业绩点评：收入增长33.93%，积极布局3D打印等技术
2025-05-09	002837	英维克	增持	存货高增发货节奏影响短期业绩，温控龙头AI时代空间广阔
2025-05-09	688099	晶晨股份	增持	端侧AI与Wi-Fi6放量显著，二季度业绩有望进一步增长
2025-05-09	300827	上能电气	买入	出海趋势明朗，海外订单助力业绩持续向好
2025-05-09	688533	上声电子	增持	一季度收入同比增长6%，声学系统产品量价双升
2025-05-09	688576	西山科技	增持	24年业绩略有承压，后续看一次性耗材放量
2025-05-09	301267	华厦眼科	买入	公司简评报告：业绩短期承压，消费眼科稳健增长
2025-05-09	688626	翔宇医疗	增持	持续加大研发投入力度，深度布局脑机接口技术
2025-05-09	601689	拓普集团	增持	盈利短期承压，机器人业务打开全新增量空间
2025-05-09	688190	云路股份	买入	春节影响营收略降，静待非晶电机产业化趋势
2025-05-09	002738	中矿资源	买入	铯铷板块盈利高增，锂盐成本下降
2025-05-09	002459	晶澳科技	买入	业绩承压，25Q1现金流改善
2025-05-09	605080	浙江自然	买入	箱包产品营收快速增长，盈利能力显著提升
2025-05-09	300298	三诺生物	买入	CGM快速增长，高基数下海外子公司业绩短期承压
2025-05-09	002385	大北农	买入	出栏量有望达到800万头，完全成本降至12.9元
2025-05-09	300919	中伟股份	增持	前驱体领先地位稳固，镍冶炼项目快速放量
2025-05-09	688639	华恒生物	增持	一季度业绩显著改善，新品推广取得积极进展
2025-05-09	301367	怡和嘉业	买入	海外市场订单显著改善，公司名称变更有利于提高品牌知名度
2025-05-09	300873	海晨股份	买入	深度报告：业内稀缺跨领域物流方案提供商，AMHS业务构筑第二成长曲线
2025-05-09	002354	天娱数科	增持	2025年第一季度收入增长31%，AI/具身智能布局前瞻
2025-05-09	603127	昭衍新药	增持	2024年报点评：全年收入下滑，四季度收入、利润环比改善
2025-05-09	831087	秋乐种业	增持	2024年年报及2025年一季报点评：业绩短期承压，静待行业拐点
2025-05-09	300623	捷捷微电	增持	公司2024年报业绩点评：产销两旺，高端制造打造新增长点
2025-05-09	835640	富士达	买入	富士达点评报告：扣非净利润同比+4.60%，军品需求恢复
2025-05-09	600176	中国巨石	增持	2025年一季报点评：复价增量持续，盈利能力逐季继续提升
2025-05-09	600592	龙溪股份	增持	轴承核心业务稳健增长，全方位布局人形机器人产业
2025-05-09	000963	华东医药	增持	25Q1扣非净利YOY+17%，符合预期
2025-05-09	688012	中微公司	增持	薄膜设备覆盖率提升，高端刻蚀运付量显著增加
2025-05-09	000568	泸州老窖	持有	业绩点评：一季度环比改善，销售增长中枢下沉
2025-05-09	300681	英搏尔	增持	一季度净利润同比增长26%，低空经济打开成长空间
2025-05-09	300740	水羊股份	增持	多因素致2024年业绩承压，高端化带动盈利拐点初步显现
2025-05-09	600779	水井坊	买入	公司事件点评报告：中档产品带动增长，整体表现符合预期
2025-05-09	603833	欧派家居	增持	2024年报&2025年一季报点评：变革逐见成效，盈利能力持续提升
2025-05-09	001238	浙江正特	中性	基于星空篷廊架核心爆款，实施“1+N”产品延伸
2025-05-09	600163	中闽能源	增持	减值拖累业绩表现，电源项目加快落地
2025-05-09	605377	华旺科技	买入	高分红强化股东回报，盈利改善可期
2025-05-09	688372	伟测科技	买入	伟业长兴，测名辨物
2025-05-09	603305	旭升集团	增持	一季度毛利率环比提升，人形机器人业务全面推进
2025-05-09	601225	陕西煤业	增持	煤价下行拖累业绩，煤电一体化稳步推进
2025-05-09	601985	中国核电	增持	所得税增加和电价下降压制业绩增长，三门核电三期获核准
2025-05-09	601890	亚星锚链		一季度营收高增，漂浮式海风打开增长空间
2025-05-09	837403	康农种业	增持	2024年报&2025一季报点评：新玉米品种助力开拓黄淮海市场，25年有望持续稳健增长
2025-05-09	300776	帝尔激光	买入	业绩稳健增长，光伏激光设备竞争力凸显，封装设备不断突破
2025-05-09	688225	亚信安全	增持	盈利能力回升明显，携手亚信科技持续开拓AI领域
2025-05-09	688076	诺泰生物	增持	业绩表现亮眼，多肽产能布局领先
2025-05-09	002085	万丰奥威	增持	一季度净利润同比增长21%，通航飞机和eVTOL打开低空经济成长空间
2025-05-09	600118	中国卫星	买入	2024年报及2025Q1点评：单季度收入持续回暖，有望借商业航天之东风焕发新生机
2025-05-09	301308	江波龙	增持	企业级存储加速放量，全球布局持续铺开
2025-05-09	600887	伊利股份	增持	轻舟已过万重山，期待持续改善
2025-05-09	603801	志邦家居	增持	2024年报&2025年一季报点评：一季度收入微降，国补带动直营高增
2025-05-09	002244	滨江集团	买入	2024年报及2025年一季报点评：归母净利润增长，稳健经营深耕杭州
2025-05-09	688166	博瑞医药	增持	定向增发点评与公司近况更新：募资5亿，实控人全额认购，管线进展顺利，催化丰富
2025-05-09	301376	致欧科技	增持	2024年报&2025年一季报点评：一季度盈利环比修复，海外产能配置提升供应链韧性
2025-05-09	688222	成都先导	增持	核心业务稳步增长，“DEL+AI+自动化”助力新药研发
2025-05-09	688019	安集科技	买入	业绩高增长，产品市占率持续提升
2025-05-09	603301	振德医疗	增持	2024年归母净利润增长94%，常规业务增长良好
2025-05-09	301087	可孚医疗	买入	核心产品稳健增长，健耳短期利润承压
2025-05-08	603043	广州酒家	买入	公司事件点评报告：盈利边际承压，单店稳步爬坡
2025-05-08	000400	许继电气	买入	收入结构优化，受益特高压景气度
2025-05-08	601318	中国平安	买入	产寿险领头公司，业务具有较强韧性
2025-05-08	002967	广电计量	买入	24年全年业绩高增，25Q1订单双位数增长
2025-05-08	688286	敏芯股份	买入	2024年营收稳步增长，技术创新与全品类矩阵未来可期
2025-05-08	603986	兆易创新	增持	多元业务协同发力，定制存储方兴未艾
2025-05-08	600809	山西汾酒	买入	业绩符合预期，增长韧性彰显
2025-05-08	605117	德业股份	买入	逆变器出货高增，储能电池包业务快速成长
2025-05-08	600406	国电南瑞	买入	业绩符合预期，持续受益电网和抽蓄设备景气度提升
2025-05-08	688690	纳微科技	买入	纳微科技首次覆盖报告：纳米微球龙头，国产替代加速成长
2025-05-08	600197	伊力特	买入	结构持续升级，阶段性降速后静待花开
2025-05-08	002078	太阳纸业	买入	Q1超预期，预计Q2环比向上
2025-05-08	000553	安道麦A		25Q1净利润扭亏为盈，北美区业务呈现增长
2025-05-08	600073	光明肉业	增持	布局全球的优质牛肉标的，有望受益牛肉涨价利好催化
2025-05-08	002948	青岛银行	买入	青岛银行2024年年报与2025年一季报业绩点评：营收增速稳步改善，息差环比企稳回升
2025-05-08	688036	传音控股	买入	手机业务低点已过，新业务变化明显
2025-05-08	688362	甬矽电子	买入	盈利能力显著改善
2025-05-08	600027	华电国际	买入	煤电盈利改善，Q1扣非归母净利同比+17%
2025-05-08	603062	麦加芯彩	买入	Q1业绩同比显著提升，风电涂料业务快速增长
2025-05-08	002271	东方雨虹	增持	公司季报点评：经营提质增效，现金流延续改善
2025-05-08	301155	海力风电	买入	25Q1业绩改善，静候国内海风装机需求释放
2025-05-08	688526	科前生物	买入	2024年年报点评：业绩韧性显现，盈利能力持续修复
2025-05-08	300888	稳健医疗	增持	2024年业绩同比增长20%，2025一季度增长提速
2025-05-08	688677	海泰新光	买入	24年业绩符合预期，24Q4开始发货逐渐回升
2025-05-08	000875	吉电股份	买入	吉电股份2024年年报&2025年一季报点评：盈利能力改善，绿氨项目投产在即
2025-05-08	603693	江苏新能	买入	电量下滑致业绩承压，静待海风及光伏项目落地
2025-05-08	600998	九州通	买入	业务稳中有进，首创医药行业“股权+资产双上市”平台
2025-05-08	301376	致欧科技	买入	积极应对关税影响
2025-05-08	688551	科威尔	增持	业绩不及预期，静待氢能产业景气回升
2025-05-08	600276	恒瑞医药	增持	创新出海交易增厚利润，25Q1净利YOY+37%
2025-05-08	688721	龙图光罩	增持	新工厂摊销叠加策略性降价销售使公司2025Q1业绩承压
2025-05-08	002960	青鸟消防	买入	业务韧性强劲，民商用与工业领域表现亮眼
2025-05-08	601233	桐昆股份	买入	公司简评报告：盈利同比改善明显，继续稳固龙头优势
2025-05-08	600586	金晶科技	买入	业绩阶段性承压，静待TCO放量
2025-05-08	002466	天齐锂业	买入	一季度盈利改善，资源端持续扩张
2025-05-08	002920	德赛西威	增持	25Q1业绩超预期，深化上下游产业合作
2025-05-08	600312	平高电气	买入	高压板块持续增长，持续受益电网景气度
2025-05-08	603004	鼎龙科技	买入	25Q1毛利率改善，募投项目逐步投产
2025-05-08	688358	祥生医疗	增持	AI赋能，产品持续推陈出新
2025-05-08	000568	泸州老窖	买入	公司事件点评报告：业绩稳健增长，2025年稳中求进
2025-05-08	688789	宏华数科	买入	受益数码印花渗透率提升，“设备+耗材”一体化驱动成长
2025-05-08	601579	会稽山	买入	公司事件点评报告：产品结构优化，基地市场夯实
2025-05-08	603369	今世缘	买入	公司点评：业绩增长稳健 格局利好延续
2025-05-08	688031	星环科技		25年Q1业绩逐渐恢复，大模型相关订单落地
2025-05-08	603501	韦尔股份	买入	2025年一季报点评：业绩优于预期，汽车CIS业务加速成长
2025-05-08	300568	星源材质	买入	2024年及2025Q1业绩点评：业绩短期承压，战略布局固态电池领域
2025-05-08	688234	天岳先进	买入	年报&一季报点评：经营盈利再创佳绩，产能落地&大尺寸升级稳步推进
2025-05-08	600546	山煤国际	买入	公司2024年报&2025年一季报点评报告：Q1降本对冲量价下跌影响，高分红凸显配置价值
2025-05-08	002019	亿帆医药	买入	亿帆医药2024年年报&2025年一季报点评：产品结构优化，创新药商业化持续推进
2025-05-08	002483	润邦股份	增持	2024年业绩超预期，25Q1延续高增
2025-05-08	601021	春秋航空	买入	低成本航空韧性凸显，扣税盾业绩保持坚挺
2025-05-08	601600	中国铝业	买入	公司事件点评报告：Q1业绩符合预期，持续一体化布局
2025-05-08	601988	中国银行	买入	公司事件点评报告：营收增速改善，资产质量平稳
2025-05-08	603979	金诚信	买入	公司事件点评报告：铜矿业务放量，新购项目支撑未来增长
2025-05-08	002956	西麦食品	买入	健康食品持续扩容，燕麦龙头势能向上
2025-05-08	603345	安井食品	买入	公司简评报告：经营稳健，方向明确
2025-05-08	002352	顺丰控股	增持	产品矩阵日益完善支撑竞争力提升，2025Q1业绩呈现稳定增长态势
2025-05-08	002558	巨人网络	买入	业绩韧性凸显，关注新游上线进展
2025-05-08	688498	源杰科技	买入	公司事件点评报告：“电信+数通”双轮驱动，CW激光器芯片成为新增长极
2025-05-08	688593	新相微	增持	业绩拐点显现，产品矩阵扩张，战略并购构建产业生态
2025-05-08	688112	鼎阳科技	买入	高端化战略持续推进，2025年Q1盈利能力提升
2025-05-08	002701	奥瑞金		奥瑞金：整合顺利落地，两片罐盈利拐点或将近
2025-05-08	601991	大唐发电	买入	Q1多业务经营向好，归母净利高增68%
2025-05-08	600157	永泰能源	增持	公司2024年报&2025年一季报点评报告：煤价下行电力成本受益，延续回购回报投资者
2025-05-08	603659	璞泰来	买入	2024年及2025Q1业绩点评：2025Q1业绩同比增长，盈利能力回升
2025-05-08	300496	中科创达	增持	业绩维持健康稳定，深化端侧AI战略布局
2025-05-08	600315	上海家化	买入	主动调整24年业绩承压，25Q1企稳，静待改善
2025-05-08	603180	金牌家居	买入	新零售战略成效显现
2025-05-08	600900	长江电力	买入	整体业绩如期稳健 财务费用降幅超预期
2025-05-08	300170	汉得信息	买入	构建自主AI agent，推动B端落地
2025-05-08	603728	鸣志电器	买入	静待需求复苏，机器人灵巧手前景广阔
2025-05-08	600926	杭州银行	买入	杭州银行2024年年报与2025年一季报业绩点评：净利润延续高增，资产质量优异
2025-05-08	002444	巨星科技	买入	24年全年业绩高增，积极布局应对关税挑战
2025-05-08	688615	合合信息	买入	稀缺的C端生产力软件龙头，AI与海外双轴驱动
2025-05-08	002120	韵达股份	买入	事件点评：控股股东增持彰显长期发展信心，25Q1业务量稳步增长
2025-05-08	688235	百济神州	买入	百济神州2024年年度报告业绩点评：海外放量超预期，创新管线迎来拐点
2025-05-08	000733	振华科技	买入	24年年报及25Q1点评：业绩短期承压，新兴战略行业挖掘新增量
2025-05-08	603893	瑞芯微	买入	盈利能力逐季改善，AIoT SoC平台纵深布局
2025-05-08	300908	仲景食品	买入	公司事件点评报告：营收稳健增长，坚定大单品战略
2025-05-08	000997	新大陆	增持	移动支付出海打开增长空间，Agent产品提高生态变现能力
2025-05-08	600031	三一重工	买入	三一重工25年一季报点评：业绩超预期，盈利能力持续提升
2025-05-08	600395	盘江股份	买入	公司2024年报&2025年一季报点评报告：Q1煤炭量价齐跌致业绩承压，电力业务量价齐升
2025-05-08	002506	协鑫集成	买入	协鑫集成2024年年报与2025年一季报点评：出货稳居前10，海外业务高增
2025-05-08	600961	株冶集团	增持	依托五矿，具有黄金属性的铅锌冶炼龙头
2025-05-08	688249	晶合集成	买入	DDIC代工巩固优势地位，CIS和电源管理培育第二增长曲线
2025-05-08	605122	四方新材		业绩阶段性承压，积极探索新产业
2025-05-08	600867	通化东宝	增持	2024年业绩阶段性承压，轻装上阵有望迎来业绩拐点
2025-05-08	600132	重庆啤酒	买入	稳健开局，成本改善较好
2025-05-08	300416	苏试试验	买入	平台型第三方检测龙头，实验室网络有望全面步入收获期
2025-05-08	002015	协鑫能科	增持	持续优化能源资产，看好能源服务业务的持续开拓
2025-05-08	688608	恒玄科技	增持	智能手表贡献第二增长极，智能家居和AIoT市场蓄势待发
2025-05-08	600114	东睦股份	买入	季度利润同比高增，MIM业务加速释放利润弹性
2025-05-08	600033	福建高速	买入	2025年一季报点评：聚焦主业强根基，夯实投资促跃升
2025-05-08	688628	优利德	增持	一季报点评：收入同比增长9.6%，仪表专业化仪器高端化持续推进
2025-05-08	688351	微电生理	买入	压力导管加速放量，公司盈利能力持续提升
2025-05-08	002906	华阳集团	买入	Q1营收高增速持续，汽车电子产品力向上
2025-05-08	600500	中化国际	增持	减值拖累2024全年业绩，25Q1经营减亏
2025-05-08	688627	精智达	增持	2024年报业绩点评：半导体业务爆发，新型显示业务再突破
2025-05-08	603939	益丰药房	买入	点评报告：业绩稳健增长，盈利水平提升
2025-05-08	300036	超图软件	买入	2024年年报及2025年一季报点评：GIS龙头全面发力AI，智能化时代打造自身核心竞争力
2025-05-08	301586	佳力奇	买入	24年年报及25Q1点评：军机、民机、低空经济、航天多领域共同发力，逆势增长更显难能可贵
2025-05-08	000035	中国天楹	买入	传统业务平稳发展，加快构建“环保＋新能源”新格局
2025-05-08	600104	上汽集团	买入	公司信息更新报告：2024年主动筑底，全面深化改革2025Q1起成效显现
2025-05-08	603737	三棵树	增持	2024年报及2025一季报点评：新成长阶段，盈利改善趋势明确
2025-05-08	600887	伊利股份	买入	24年顺利收官，25Q1扣非后盈利亮眼
2025-05-07	603816	顾家家居	增持	2024年报&2025年一季报点评：一季度内外贸双增，业绩增长靓丽
2025-05-07	605117	德业股份	增持	德业股份2024年年报、2025年一季度报告点评报告：光储业务持续发力，出口市场多元化增长
2025-05-07	603161	科华控股	增持	盈利能力承压，资产负债表持续改善
2025-05-07	300232	洲明科技	增持	2024年收入同比增长4.9%，海外收入持续增长带动盈利提升
2025-05-07	603979	金诚信	增持	24年报及25Q1点评：铜业务放量，助力业绩大增
2025-05-07	601231	环旭电子	买入	业绩优于指引，静待新业务放量
2025-05-07	002438	江苏神通	增持	2024年业绩符合预期，核电阀门业务小幅增长
2025-05-07	603658	安图生物	买入	发光业务进入新一轮周期，流水线+分子诊断+微生物质谱打造多增长极
2025-05-07	600549	厦门钨业	买入	25Q1钨钼盈利下滑，稀土和能源材料盈利改善
2025-05-07	000415	渤海租赁	买入	飞机业务增长强劲，并表CAL强化龙头优势
2025-05-07	603587	地素时尚	增持	优化组织管理，加速资源整合
2025-05-07	000625	长安汽车	买入	公司简评报告：新能源效益改善，海外本土化进程加速
2025-05-07	300760	迈瑞医疗	买入	24年国内短期承压，海外收入高增长
2025-05-07	600763	通策医疗		业绩增长彰显韧性，深耕数字化运营提升效率
2025-05-07	000876	新希望	增持	降本增效成果显著，破除困局
2025-05-07	002128	电投能源	买入	公司2025年一季报点评报告：氧化铝价增致业绩同比承压，集团资产注入成长可期
2025-05-07	603317	天味食品	买入	公司事件点评报告：错期下业绩边际承压，终端动销环比改善
2025-05-07	301396	宏景科技	买入	2025年一季报点评：算力租赁业绩亮眼，算力新秀正当时
