时间	代码	名称	评级	标题
2025-11-02	000680	山推股份	买入	2025年三季报点评：Q3收入增速略弱，归母净利润高增33.4%
2025-11-02	300274	阳光电源	买入	2025年三季报点评：业绩持续亮眼，布局AIDC搭建第二增长曲线
2025-11-02	601111	中国国航	买入	Q3收益水平下降，业绩小幅下滑
2025-11-02	600132	重庆啤酒	买入	2025年三季报点评：渠道策略得当驱动结构改善，费用及税率拖累短期盈利
2025-11-02	002708	光洋股份	买入	2025年三季度报告点评：25Q3业绩同比高增，三大新兴业务奠定成长基盘
2025-11-02	601865	福莱特	买入	2025年三季报点评：去库叠加盈利修复，25Q3业绩超预期
2025-11-02	301526	国际复材	买入	2025年三季报点评：量价趋势稳健，静待LDK放量
2025-11-02	000811	冰轮环境		单三季度业绩稳步增长，看好公司数据中心及液冷系统出海
2025-11-02	688017	绿的谐波	增持	2025年三季报点评：业绩持续高增，持续加码人形机器人领域
2025-11-02	920982	锦波生物	买入	锦波生物2025年三季报业绩点评：收入稳健增长，Q3单季业绩承压
2025-11-02	605337	李子园	增持	公司信息更新报告：含乳饮料短期承压，电商渠道持续亮眼
2025-11-02	603444	吉比特	增持	新品推动第三季度收入增长129%，看好新游持续贡献增量
2025-11-02	601799	星宇股份	增持	单三季度净利润同比增长13%，积极布局机器人领域相关业务
2025-11-02	601888	中国中免	增持	Q3收入与毛利率双企稳，政策红利助推全渠道盈利潜力
2025-11-02	688702	盛科通信	增持	2025年三季度报告点评：供应链+产品优化，盈利能力同环比高增
2025-11-02	002906	华阳集团	增持	单三季度收入同比增长31%，汽车电子和精密压铸业务高增长
2025-11-02	002371	北方华创	买入	2025年三季报点评：业绩持续稳步增长，平台化布局加速推进
2025-11-02	600612	老凤祥	买入	公司事件点评报告：营收稳健增长，门店网络持续扩张
2025-11-02	300866	安克创新	买入	2025三季报点评：供应链优化收效良好毛利率提升，财务费用影响利润增速
2025-11-02	300893	松原安全	增持	被动安全系统持续放量，三季度利润同比增长51%
2025-11-02	301338	凯格精机	增持	2025年第三季度报告点评：营收利润双增，现金流状况改善
2025-11-02	603229	奥翔药业	买入	Q3收入同比下滑，高研发投入影响利润表现
2025-11-02	603008	喜临门		喜临门：自主品牌零售表现稳健，转型升级AI智慧健康产业
2025-11-02	300888	稳健医疗	增持	2025年三季报点评：双主业高质量增长，Q3业绩靓丽
2025-11-02	000568	泸州老窖	买入	2025年三季报点评：控量稳价 逐步出清
2025-11-02	920346	威贸电子	增持	北交所信息更新：多款汽车线束新品实现量产导入，2025Q1-3归母净利润同比+10.55%
2025-11-02	002458	益生股份	增持	2025三季报点评：受益旺季行情回暖，Q3归母净利润环比+33%
2025-11-02	002600	领益智造	买入	Q3业绩持续增长，新业务持续突破
2025-11-02	001301	尚太科技	买入	2025年三季报点评：业绩符合预期，盈利能力坚韧
2025-11-02	603269	海鸥股份		业绩稳步增长，子公司绿萌氢能扬帆出海
2025-11-02	300408	三环集团	买入	MLCC高容持续放量，SOFC未来可期
2025-11-02	603233	大参林	买入	2025年三季报点评：25Q3盈利超预期，降本增效成果显著
2025-11-02	000425	徐工机械	买入	收入加速增长，看好未来利润释放
2025-11-02	003010	若羽臣	买入	2025年 三 季 报 点 评：25Q3自 有 品 牌 同 增345%，看好多品牌快速放量带动业绩高增
2025-11-02	300609	汇纳科技	买入	2025年三季报点评：“3D打印+AI+算力”生态布局持续落地
2025-11-02	002714	牧原股份	买入	出栏、成本目标达成可期，Q3屠宰肉食业务盈利
2025-11-02	600938	中国海油	增持	油气产量稳健增长，第三季度归母净利润324亿元符合预期
2025-11-02	688012	中微公司	买入	中微公司2025Q3业绩点评：25H1营收和业绩实现高增，新品研发周期加速
2025-11-02	300896	爱美客	买入	2025年三季报点评：公司短期业务承压，期待新产品落地
2025-11-02	000651	格力电器	买入	时代在变迁，经营压力凸显
2025-11-02	000858	五粮液	买入	2025年三季报点评：主动释压大幅出清 百亿分红显长期信心
2025-11-02	301376	致欧科技	买入	2025三季报点评：汇兑影响短期业绩，供应链优化后有望重拾利润增速
2025-11-02	603195	公牛集团	买入	产品拓新+品牌出海，构建业绩新增量
2025-11-02	920284	灵鸽科技	增持	2025三季报点评：25Q3盈利环增，固态业务持续突破：灵鸽科技（920284）
2025-11-02	688663	新风光	买入	业绩短期承压，储能与新兴业务驱动未来增长
2025-11-02	600570	恒生电子	买入	2025年三季报点评：业绩短期承压，关注信创、金融科技创新进展
2025-11-02	002345	潮宏基		潮宏基25Q3：业绩高增长+主业韧性彰显，渠道扩张与品牌创新驱动长期发展
2025-11-02	002867	周大生	买入	周大生：盈利能力逆势提升，结构优化成效显著
2025-11-02	300454	深信服	买入	2025年三季报点评：盈利能力显著提升，AI+混合云驱动全面转型
2025-11-02	688472	阿特斯	买入	大储持续高景气，关税影响组件盈利
2025-11-02	605368	蓝天燃气	买入	2025年三季报点评：需求偏弱&接驳下滑致业绩承压，高分红保证股东回报
2025-11-02	603997	继峰股份	增持	2025年三季度报告点评：业绩符合预期，产业布局加速推进
2025-11-02	600958	东方证券	买入	东方证券2025三季报点评：经纪、自营投资同比高增，基金AUM改善
2025-11-02	688692	达梦数据	买入	2025年三季报点评：业绩持续高增，信创、AI等布局不断取得进展
2025-11-02	688717	艾罗能源	买入	2025年三季报点评：汇兑影响致25Q3业绩不及预期，26年有望保持高增
2025-11-02	002019	亿帆医药	买入	亿立舒销售继续高速增长，IL-15双融合蛋白IND
2025-11-02	600985	淮北矿业	买入	煤炭承压短期探底，潜心布局多元发展
2025-11-02	600809	山西汾酒	买入	2025年三季报点评：全国化布局加速 业绩韧性足
2025-11-02	301080	百普赛斯	买入	百普赛斯2025三季报点评：业绩持续高增长，启动赴港上市
2025-11-02	300036	超图软件	买入	2025年三季报点评：业绩大幅改善，信创、AI协同发力开启发展新征程
2025-11-02	601118	海南橡胶	增持	2025三季报点评：期间费用减少，地租收入增加，Q3业绩维持同比减亏趋势
2025-11-02	600315	上海家化	买入	公司事件点评报告：内调深化成效初显，品牌势能持续提升
2025-11-02	688376	美埃科技	买入	2025年三季报点评：股权激励费用影响业绩释放，期待锂电新下游&海外新市场
2025-11-02	000998	隆平高科	增持	2025三季报点评：市场拓展、降本增效并进，海外经营同比好转
2025-11-02	600998	九州通	买入	2025年三季报点评：现金流改善，“三新两化”战略持续推进
2025-11-02	920160	北矿检测		有色金属矿产品检验检测领域龙头，新建产能拓展先进精密仪器业务
2025-11-02	300525	博思软件	买入	2025年三季报点评：业绩短期承压，AI+政务政策有望带动行业回暖
2025-11-02	002985	北摩高科	买入	公司事件点评报告：起落架进入批量交付期，寻求助力沙特构建工业平台
2025-11-02	603697	有友食品	买入	2025年三季报点评：25Q3延续高增，后续高弹性可期
2025-11-02	600684	珠江股份	买入	2025年三季报点评：营收归母净利双增长，多渠道补充公司流动性
2025-11-02	601689	拓普集团	买入	特斯拉的Optimus时刻，Gen3剑指百万产能
2025-11-02	000977	浪潮信息	买入	2025年三季报点评：高基数下业绩韧性十足，前瞻指标显示需求景气
2025-11-02	000338	潍柴动力	买入	2025年三季报点评：Q3业绩亮眼，发动机龙头受益重卡行业景气回升【勘误版】
2025-11-02	300945	曼卡龙		曼卡龙：业绩延续高增，线上渠道表现亮眼
2025-11-02	601688	华泰证券	增持	AI智能体简析暨三季报点评：“AI涨乐”将改变什么
2025-11-02	601882	海天精工	增持	2025年三季报点评：营收基本稳定，利润端短期承压
2025-11-02	688411	海博思创	买入	2025年三季报点评：Q3盈利能力环比提升，未来独储+运维空间巨大
2025-11-02	002517	恺英网络	买入	传奇盒子驱动业绩增长，新游储备丰富
2025-11-02	002756	永兴材料	买入	2025年三季报点评：碳酸锂成本优势维持，涨价弹性可期
2025-11-02	600031	三一重工	买入	2025年 三 季 报 点 评：Q3归 母 净 利 润 同 比+48%，看好上行周期龙头业绩弹性
2025-11-02	002920	德赛西威	增持	季报点评：25Q3业绩短期承压，关注海外拓展与新业务进展
2025-11-02	300833	浩洋股份		浩洋股份：订单修复趋势明确，盈利能力加速改善
2025-11-02	300394	天孚通信	买入	2025年三季报点评：业绩短期扰动，看好长期成长趋势
2025-11-02	603171	税友股份	买入	2025年三季报点评：Q3业绩大幅增长，全面升级AI产品矩阵
2025-11-02	002003	伟星股份	买入	Q3业绩企稳，海外产能稳步扩张提效
2025-11-02	600754	锦江酒店	买入	2025年三季报点评：归母净利同增45%，RevPAR降幅收窄
2025-11-02	600009	上海机场	买入	收入增长成本刚性，Q3业绩大增
2025-11-02	601866	中远海发		回购传递强信心，再造船舶夯实租赁业务
2025-11-02	600057	厦门象屿	买入	2025三季报点评：Q1-3归母净利润同比+84%，大宗品经营货量与收益双增
2025-11-02	000951	中国重汽	买入	2025年三季报点评：Q3营收/利润快速增长，出口优势持续巩固
2025-11-02	002497	雅化集团	买入	2025年三季报点评：Q3锂盐销量高增，利润弹性可期
2025-11-02	920118	太湖远大	增持	北交所信息更新：需求减少致公司业绩承压，超高压线缆料产品值得期待
2025-11-02	300740	水羊股份	买入	公司信息更新报告：战略性投入致利润修复放缓，长期增长势能充足
2025-11-02	002594	比亚迪	买入	系列点评三十五：25Q3毛利率环比提升 高端、出海逐步突破
2025-11-02	002558	巨人网络	增持	2025Q3业绩高增，关注后续《超自然行动组》业绩释放
2025-11-02	002078	太阳纸业		太阳纸业：盈利底部确立，边际改善显现，浆纸成长延续
2025-11-02	002966	苏州银行	买入	苏州银行2025年三季报点评：息差边际上升，存贷增速亮眼
2025-11-02	600104	上汽集团	买入	系列点评十五：25Q3营收同环比增长 自主新品催化密集
2025-11-02	688676	金盘科技	增持	持续深耕海外市场，AIDC布局行业领先
2025-11-02	301266	宇邦新材	增持	2025年三季报点评：25Q3业绩环增，未来盈利有望结构性改善
2025-11-02	688059	华锐精密	增持	2025年三季报点评：产能利用率改善，营收&利润同比高增
2025-11-02	601058	赛轮轮胎	买入	25Q3业绩环比改善，全球化布局赋能成长
2025-11-02	688697	纽威数控	增持	2025年三季报点评：营收稳健增长，积极扩产打开成长空间
2025-11-02	688249	晶合集成	增持	晶合集成：业绩高速成长，持续扩产巩固优势并拓展新兴领域
2025-11-02	601138	工业富联	买入	工业富联2025三季报点评：Q3净利润突破百亿，AI业务大幅提升
2025-11-02	002041	登海种业	增持	2025三季报点评：玉米种业短期景气低迷，Q3末合同负债同比-11%
2025-11-02	603596	伯特利	买入	2025年三季报点评：积极推进机器人业务落地，业绩超预期
2025-11-01	002600	领益智造	买入	三季报点评：Q3业绩动能充沛，持续受益AI硬件创新周期
2025-11-01	300394	天孚通信	买入	2025年三季报点评：业绩符合预期，乘AI东风启航
2025-11-01	600702	舍得酒业	买入	2025年三季报点评：规模效应缩水 盈利中枢持续下行
2025-11-01	688608	恒玄科技	买入	2025年三季度业绩点评：营收稳定增长，智能可穿戴市场领军
2025-11-01	603197	保隆科技	买入	公司简评报告：2025Q3毛利率环比修复，业绩静待Q4订单释放
2025-11-01	688377	迪威尔	增持	2025年三季报点评：Q3营收同比增长34%，拟发行可转债加码深海+燃气轮机零部件
2025-11-01	000858	五粮液	增持	五粮液：Q3主动调整致短期承压，蓄力换挡静待风来
2025-11-01	603369	今世缘	买入	2025年三季报点评：务实调整，重视渠道良性发展
2025-11-01	920599	同力股份	买入	北交所信息更新：新能源+无人矿卡赋能盈利能力，2025Q3末合同负债1.71亿在手订单饱满
2025-11-01	002714	牧原股份	买入	公司信息更新报告：养殖成本优异精益求精，屠宰盈利突破经营向好
2025-11-01	601126	四方股份	增持	网内外业务景气共振，固态变压器有望打开新空间
2025-11-01	603730	岱美股份	买入	2025年三季报点评：2025Q3业绩符合预期，顶棚拓展打开成长空间
2025-11-01	000977	浪潮信息	买入	公司信息更新报告：存货和合同负债彰显下游高景气
2025-11-01	600188	兖矿能源	买入	业绩改善在望，远期成长可期
2025-11-01	603605	珀莱雅	买入	2025年三季报点评：收入稳健增长，多品牌战略持续推进
2025-11-01	002352	顺丰控股	增持	盈利能力短期承压，聚焦长期投资价值
2025-11-01	301109	军信股份	买入	2025年三季报点评：并购+提效带动业绩高增，积极拓展海外市场
2025-11-01	603699	纽威股份	买入	2025年三季报点评：业绩维持高速增长，海外产能释放值得期待
2025-11-01	601766	中国中车	买入	2025年三季报点评：业绩快速增长，铁路设备和新产业业务驱动
2025-11-01	688087	英科再生	买入	2025年三季报点评：25Q1-3营收利润双增长，经营性现金流净额同增64%
2025-11-01	603225	新凤鸣	买入	公司信息更新报告：长丝供需格局向好，PTA或将否极泰来
2025-11-01	688008	澜起科技	买入	25年三季报业绩点评：股份支付影响当期净利润，长期增长趋势不变
2025-11-01	600507	方大特钢	买入	2025年三季报点评：Q3盈利表现亮眼，成本优势显著
2025-11-01	688212	澳华内镜	增持	业绩逐步改善，AQ-400新品有望贡献增量
2025-11-01	603997	继峰股份	买入	2025年三季报点评：2025Q3业绩符合预期，自主座椅龙头持续成长
2025-11-01	002956	西麦食品	增持	公司信息更新报告：Q3收入韧性凸显，业绩表现好于预期
2025-11-01	688049	炬芯科技	买入	2025年三季报业绩点评：营收净利双创新高AI赋能驱动业绩再攀历史峰值
2025-11-01	300979	华利集团	增持	点评报告：新工厂运营逐步成熟+降本增效，Q3毛利率环比改善
2025-11-01	688410	山外山	买入	山外山：业绩超预期，收入持续高增长
2025-11-01	600885	宏发股份	买入	2025年三季报点评：25Q3略超预期，AIDC布局完善
2025-11-01	603203	快克智能	增持	2025年三季报点评：业绩稳健增长，Q3表现亮眼
2025-11-01	601127	赛力斯	买入	2025年三季报点评：毛利率表现较佳，高端智能品牌持续突破
2025-11-01	601111	中国国航	增持	2025年三季报点评：盈利能力待修复，关注出行景气度回升
2025-11-01	601601	中国太保	买入	2025年三季报点评：NBV、净利润保持高增速，财险承保利润单季扭亏为盈
2025-11-01	600882	妙可蓝多	买入	25Q3业绩点评：BC共驱奶酪主业加速，盈利持续改善
2025-11-01	002517	恺英网络	买入	2025年三季报点评：传奇盒子驱动业绩高增，储备产品丰富
2025-11-01	600958	东方证券	买入	2025年三季报点评：Q3净利润同比提升近40%，费类业务收入普遍增长
2025-11-01	600760	中航沈飞	买入	中航沈飞点评报告：Q3业绩现拐点，军贸加持赢未来
2025-11-01	600166	福田汽车	买入	2025年三季报点评：Q3业绩同比高增，重卡出口增长强劲
2025-11-01	603983	丸美生物	增持	点评报告：品类营收分化，产品结构优化推高毛利率
2025-11-01	600570	恒生电子	买入	2025年三季报点评：投资收益提升+整体成本下行，共促净利润提升
2025-11-01	300408	三环集团	买入	公司信息更新报告：前三季度利润稳健增长，SOFC业务打造新增长曲线
2025-11-01	301257	普蕊斯	买入	Q3业绩超预期，需求有望持续好转
2025-11-01	000951	中国重汽	买入	2025年三季报点评：Q3业绩亮眼，重卡龙头利润强兑现
2025-11-01	300054	鼎龙股份	买入	2025年第三季度报告点评：盈利同环比高增，深度受益存储扩产
2025-11-01	002001	新和成	买入	2025年三季报点评：业绩韧性凸显，储备项目众多助力长期成长
2025-11-01	600779	水井坊	增持	2025年三季报点评：渠道压力骤增，业绩加速探底
2025-11-01	600009	上海机场	增持	2025年三季报点评：成本管控带动盈利提升免税合同收入同增18%
2025-11-01	688498	源杰科技	买入	2025年三季度报告点评：CW硅光光源产品放量，盈利大幅上行
2025-11-01	603308	应流股份	买入	2025年三季报点评：单Q3归母净利润同比+41.1%，“两机”开始兑现业绩
2025-11-01	920476	海能技术	买入	北交所信息更新：科学仪器能源领域突破，驱动盈利能力显著增强
2025-11-01	600418	江淮汽车	买入	2025年三季报点评：业绩符合预期，尊界S800表现较佳
2025-11-01	601881	中国银河	买入	2025年三季报点评：业绩同比高增，各项业务收入齐升
2025-11-01	603043	广州酒家	增持	2025年三季报点评：省内增长稳健，费用管控较佳
2025-11-01	688778	厦钨新能	买入	2025年三季报点评报告：钴酸锂销量持续提升，固态电池进展领先
2025-11-01	688248	南网科技	买入	2025三季报点评：业绩符合市场预期，股权划转未来可期
2025-11-01	601658	邮储银行	买入	2025年三季报点评：扩表保持积极，非息高增支撑盈利增速稳定
2025-11-01	601012	隆基绿能	买入	2025年三季报点评：Q3持续减亏，BC快速放量
2025-11-01	001339	智微智能	增持	AI云、边、端全面布局，切入具身智能控制器领域
2025-11-01	688319	欧林生物		业绩持续高增，期待金葡菌疫苗进展
2025-11-01	688677	海泰新光	买入	海外产能调整逐步落地，三季度业绩表现亮眼
2025-11-01	600686	金龙汽车	买入	2025年三季报点评：25Q3毛利率同环比持续提升，业绩超预期
2025-11-01	001696	宗申动力	买入	2025年三季报点评：业绩符合预期，航发业务稳步发展
2025-11-01	300308	中际旭创	买入	2025年三季度报告点评：业绩同环比高增，1.6t进入规模部署阶段
2025-11-01	603915	国茂股份	增持	2025年三季报点评：季度业绩出现拐点，聚焦具身智能新机遇
2025-11-01	603185	弘元绿能	买入	2025年三季报点评：超一体化弹性显现，Q3盈利大幅转正
2025-11-01	300870	欧陆通	买入	公司信息更新报告：三季度业绩符合预期，高功率电源加速开拓全球市场
2025-11-01	601665	齐鲁银行	增持	齐鲁银行2025三季报点评：息差提升，资本实力持续增强
2025-11-01	688349	三一重能	买入	2025年三季报点评：风机毛利率短期承压，看好26年盈利能力弹性
2025-11-01	000157	中联重科	买入	2025年 三 季 报 点 评：Q3归 母 净 利 润 同 比+35.8%，港股可转债彰显信心
2025-11-01	601628	中国人寿	买入	中国人寿2025年3季报点评：把握股市机遇，业绩和NBV增速均明显扩张
2025-11-01	920978	开特股份	买入	2025三季报点评：汽车市场良好发展带动公司产品稳步增长，25Q1-3业绩同比+37%：开特股份（920978）
2025-11-01	601319	中国人保	买入	2025年三季报点评：财险承保与投资两端均向好，寿险NBV保持强劲增长势头
2025-11-01	688702	盛科通信	增持	2025年三季报业绩点评：单季净利润扭亏，高端产品与技术生态共筑长期成长动能
2025-11-01	600809	山西汾酒	买入	2025年三季报点评：回款稳定，青花强势
2025-11-01	688526	科前生物	买入	2025年三季报点评：净利率持续改善，关注后续新品上市
2025-11-01	300443	金雷股份	增持	锻造业务需求旺盛，铸造业务进入收获期
2025-11-01	600642	申能股份	买入	2025三季报点评：业绩增速提升，燃料成本优化&新能源成长扩张
2025-11-01	000776	广发证券	买入	2025年三季报点评：财富管理优势显著，自营投资收益增势突出
2025-11-01	600315	上海家化	买入	2025年三季报点评：25Q3收入高增，持续期待变革进度
2025-11-01	600887	伊利股份	买入	业绩表现稳健，把握低估机遇
2025-11-01	920106	林泰新材	买入	2025三季报点评：25Q1-3业绩同比+131%看好电车安全刚需驱动ELSD新市场增量：林泰新材（920106）
2025-11-01	600132	重庆啤酒	增持	2025年三季报点评：收入韧性增长，费用加大、税率提升拖累盈利
2025-11-01	601636	旗滨集团	增持	2025年三季报点评：景气持续筑底，关注供给侧变化
2025-11-01	688196	卓越新能	买入	Q3利润环比小幅下滑，新项目贡献成长空间
2025-11-01	601336	新华保险	买入	2025年三季报点评：权益投资收益大幅提升利润高基数下实现高增长
2025-11-01	603444	吉比特	增持	2025Q3业绩同环比高增，后续新游贡献增量可期
2025-11-01	688099	晶晨股份	买入	2025年三季报业绩点评：业绩稳健增长，产品放量与并购协同驱动长期成长
2025-11-01	002281	光迅科技	增持	2025年三季度报告点评：技术储备充裕，盈利能力高增
2025-11-01	002345	潮宏基	买入	2025年三季报点评：剔除女包减值后25Q3归母净利同比+82%，珠宝业务持续高增
2025-11-01	600104	上汽集团	买入	2025三季度点评：Q3业绩符合预期，集团改革加速
2025-11-01	605098	行动教育	买入	行动教育2025Q3点评：毛利率大幅提升，百校计划持续推进
2025-11-01	002100	天康生物	买入	天康生物：生猪业务量增本降，饲料销量保持增长
2025-11-01	603090	宏盛股份	增持	2025三季度报点评：液冷业绩兑现开始，增资合资公司彰显信心
2025-11-01	603317	天味食品	增持	公司信息更新报告：2025Q3收入利润略超预期，渠道产品双轮驱动
2025-11-01	002550	千红制药	买入	2025年三季报点评：Q3扣非利润大幅增长，员工持股计划设定积极目标
2025-11-01	603918	金桥信息	买入	2025年三季报点评：Q3业绩短期承压，AI+司法产品有望加速迭代
2025-11-01	601808	中海油服	买入	2025年三季报点评：盈利水平持续提升，25Q3归母净利润同比+46.1%
2025-11-01	603979	金诚信	增持	矿铜产量弹性释放，矿服业务稳定发展
2025-11-01	002568	百润股份	增持	2025年三季度预调酒业务有所改善，费用投放阶段性增加
2025-11-01	600612	老凤祥	买入	老凤祥25Q3：Q3收入增长稳健，利润端短期承压
2025-11-01	002335	科华数据	买入	2025年三季报点评：云基业务未来可期、持续加强出海布局
2025-11-01	688480	赛恩斯	买入	2025年三季报点评：业绩受累于费用&减值，拟发行可转债扩产药剂
2025-11-01	920509	同惠电子	买入	2025三季报点评：高毛利半导体类测试仪器持续放量，前三季度扣非业绩同比+63%：同惠电子（920509）
2025-11-01	300502	新易盛	买入	2025年三季报点评：营收短暂承压，坚信产业大趋势
2025-11-01	300662	科锐国际	买入	2025Q3点评：业绩高增长，AI赋能打开成长空间
2025-11-01	688131	皓元医药	买入	Q3收入超预期快速增长，利润端增速保持稳健
2025-11-01	605116	奥锐特	买入	Q3利润快速增长，多肽及小核酸加速放量
2025-11-01	688615	合合信息	增持	收入逐季加速，海外市场空间广阔
2025-11-01	600111	北方稀土	增持	2025年三季报点评报告：主业量价齐升带动业绩增长，全产业链竞争力稳步提升
2025-11-01	002801	微光股份	买入	2025年三季报点评：业绩延续增长态势，公允价值变动增厚利润
2025-11-01	000876	新希望	买入	公司信息更新报告：饲料销量稳增经营向好，生猪持续降本增效
2025-11-01	600039	四川路桥	买入	业绩超预期，现金流显著改善
2025-11-01	688223	晶科能源	买入	2025年三季报点评：毛利率转正、大幅减亏，TOPCon持续升级
2025-11-01	688073	毕得医药	买入	Q3业绩实现超预期增长，公司盈利能力持续提升
2025-11-01	600690	海尔智家	买入	海尔智家：2025Q3业绩双位数增长表现优秀，数字变革提效深化
2025-11-01	603619	中曼石油	买入	Q3利润环比改善，海外新项目稳步推进
2025-11-01	603099	长白山	买入	长白山25Q3点评：暑期客流大幅增长，景区布局持续优化
2025-11-01	002497	雅化集团	买入	公司信息更新报告：Q3利润同环比高增，硫化锂产品持续推进
2025-11-01	600406	国电南瑞	买入	2025年三季报点评：业绩稳步增长，费用率持续压降
2025-11-01	601138	工业富联	买入	2025年三季度报告点评：AI机柜规模化交付，收入利润环比高速
2025-11-01	000983	山西焦煤	买入	公司信息更新报告：Q3业绩环比改善，关注焦煤价格回暖与高分红
2025-11-01	920914	远航精密	增持	北交所信息更新：“小巨人”复核通过、氢能领域增长良好，2025Q1-3营收+26.71%
2025-11-01	002668	TCL智家	买入	TCL智家：2025Q3业绩快增盈利改善，全球化战略打开增长空间
2025-11-01	000596	古井贡酒	买入	2025年三季报点评：持续理性降速，立足长远发展
2025-11-01	000333	美的集团	买入	公司信息更新报告：整体稳健增长，ToB业务延续高增
2025-11-01	000568	泸州老窖	买入	2025年三季报点评：经营稳健，有序出清
2025-11-01	301358	湖南裕能	买入	2025年三季报点评报告：盈利持续修复，下游需求快速增长
2025-11-01	603019	中科曙光	买入	公司信息更新报告：业绩符合预期，积极推进国产算力生态建设
2025-11-01	603170	宝立食品	增持	第三季度收入同比增长15%，坚持BC双轮驱动
2025-11-01	300119	瑞普生物	买入	2025年三季报点评：畜禽动保业务稳健增长，积极布局新赛道
2025-11-01	603179	新泉股份	买入	2025年三季报点评：2025Q3业绩低于预期，盈利能力短期承压
2025-11-01	601877	正泰电器	买入	2025年三季报点评：盈利能力持续改善，积极布局数据中心领域
2025-11-01	603365	水星家纺	买入	2025年三季报点评：Q3利润率超预期回升，战略决心愈加坚定
2025-11-01	000039	中集集团	买入	2025年三季报点评：Q3归母净利润同比-70%，汇率波动阶段性影响利润增速
2025-11-01	002304	洋河股份	买入	2025年三季报点评：延续深度调整，期待营销改善
2025-10-31	301626	苏州天脉	买入	股权激励彰显信心
2025-10-31	688766	普冉股份	买入	立足核心技术，多维拓展产品线
2025-10-31	300782	卓胜微	中性	3Q25亏损环比收窄；维持中性
2025-10-31	000426	兴业银锡	买入	2025年三季报点评：业绩符合预期，未来成长可期
2025-10-31	603662	柯力传感	买入	扣非业绩亮眼，机器人打开新增长极
2025-10-31	688279	峰岹科技	买入	2025年三季报点评：Q3营收稳健增长，高强度研发布局未来
2025-10-31	301538	骏鼎达	买入	Q3业绩稳健增长，人形机器人产品进展顺利
2025-10-31	601069	西部黄金	买入	2025年三季报点评：自产金量价齐升增厚利润，期待美盛达产
2025-10-31	600552	凯盛科技	买入	2025年三季报点评：业绩稳健增长，UTG应用持续拓展
2025-10-31	603444	吉比特	买入	2025Q3业绩点评：业绩同比高增，关注《九牧之野》上线进度
2025-10-31	600331	宏达股份	增持	宏达股份三季报点评：扭亏为盈，主业经营边际改善
2025-10-31	002345	潮宏基	买入	点评报告：珠宝业务增长亮眼，加盟渠道持续发力
2025-10-31	000333	美的集团	买入	美的集团：Q3业绩高个位数增长，看好OBM+机器人战略赋能
2025-10-31	603198	迎驾贡酒	买入	2025年三季报点评：普酒降幅收窄 表端持续出清
2025-10-31	000828	东莞控股	买入	改扩建持续推进，高股息承诺确定性较强
2025-10-31	000657	中钨高新	增持	Q3盈利创同期新高，钨矿注入持续推进
2025-10-31	688169	石头科技	买入	规模继续明显扩张，费用控制在推进中
2025-10-31	300144	宋城演艺	增持	2025Q3业绩点评报告：品宣投入加码，营收利润承压
2025-10-31	601138	工业富联	买入	2025年三季报点评：3Q25业绩超预期，算力核心资产地位稳固
2025-10-31	688608	恒玄科技	买入	2025年三季报点评：25Q3营收增速趋缓，抢先卡位新智能硬件赛道
2025-10-31	688599	天合光能	买入	Q3亏损收窄，储能放量有望带动量利齐升
2025-10-31	300502	新易盛	买入	客户放量节奏影响收入，盈利能力仍处健康水平
2025-10-31	601689	拓普集团	买入	系列点评十四：2025Q3收入同环比增长“车+机器人+AI”协同
2025-10-31	603609	禾丰股份	买入	公司信息更新报告：饲料销量稳增盈利向好，养殖业务稳健经营
2025-10-31	688615	合合信息	买入	公司事件点评报告：Q3盈利增速亮眼，B端业务成增长核心
2025-10-31	000526	学大教育	增持	公司业绩点评：营收增速放缓，季节性/潜在扩张致盈利承压
2025-10-31	300136	信维通信	增持	季报点评：Q3盈利质量提升，进入北美新客户AI硬件供应链
2025-10-31	600886	国投电力	买入	Q3雅砻江来水同比偏枯，公司业绩小幅下滑
2025-10-31	603179	新泉股份	买入	系列点评九：2025Q3收入同比增长 剑指全球内外饰龙头
2025-10-31	600803	新奥股份	买入	零售气业务平稳增长，平台气量有所承压
2025-10-31	603993	洛阳钼业	买入	业绩持续超预期，KFM二期及黄金项目值得期待
2025-10-31	601808	中海油服	买入	Q3公司利润同环比增长，海外钻井业务持续向好
2025-10-31	600976	健民集团		医药工业持续高增，结构优化提升盈利能力
2025-10-31	605108	同庆楼	增持	Q3消费环境扰动业绩转亏，夯实内功静待门店扩张收获周期
2025-10-31	300435	中泰股份		海外订单占比预计持续提升，盈利能力不断增强
2025-10-31	002790	瑞尔特		需求端仍然偏弱，持续优化渠道变革
2025-10-31	001323	慕思股份		慕思股份：业绩短期承压，期待AI床垫打开空间
2025-10-31	003010	若羽臣	买入	公司事件点评报告：确收错期扰动费率，自有品牌强势放量
2025-10-31	002049	紫光国微	买入	紫光国微公司点评：股权激励加持，成长路径清晰
2025-10-31	688498	源杰科技	买入	公司信息更新报告：业绩表现亮眼，数通产品加速放量
2025-10-31	603225	新凤鸣	买入	淡季供需偏弱拖累短期业绩，看好长丝龙头长期业绩弹性
2025-10-31	601211	国泰海通	买入	经纪、投资业务大幅提升驱动25Q1-3归母净利yoy+132%
2025-10-31	603566	普莱柯	买入	公司信息更新报告：经营向好，持续推进降本增效
2025-10-31	301611	珂玛科技	买入	25年三季报业绩点评：三季度增速有所放缓，下游需求看到改善迹象
